一、生活质量的相关概念,"生活质量：是以社会经济、文化背景和价值取向为基础，人们对自己的身体状态、心理功能、社会能力以及个人整体情形的一种感觉体验
生命数量：是指个体生存时间的长度对病人来说就是其接受某一特定医疗干预后的生存时间，对一般人来说就是平均期望寿命
健康相关生活质量：是指在病伤、医疗干预、老化和社会环境改变的影响下个人的健康状态，以及与其经济、文化背景和价值取向相联系的主观满意度，健康状态和主观满意度构成了健康相关生活质量的主要内容。健康状态是从身体、心理和社会三方面来描述个人的功能状态。功能能力是生活质量测定的关键；主观满意度是指个人的需求和愿望得到满足时所产生的主观满意程度，属于生活质量的主观成分"
二、生活质量和生命数量的关系：,"生命数量和生活质量相互联系、相互制约
相互联系：追求最长的生存时间和最高的生活质量是人类的最终目的
相互制约：生命数量和生活质量常形成对立，有时不得不牺牲一定生命数量来换取更好的生活质量，反之亦然"
三、健康相关生活质量的特征,"健康相关生活质量是一个综合现象。包含了身体功能、心理能力、社会适应能力和一般性感觉四个方面；多采用功能或行为术语来说明，而不是临床诊断和实验室检查结果
在评价者方面，更多的是采用自我评价。即由个人对自己的生活质量作出评价
反映健康相关生活质量的指标常是主观指标)采用客观指标，不同的人之间很难进行比较。如采用实验室检查或临床诊断等指标在不同病人间很难作出合理的比较
健康相关生活质量具有时变性：即随时间的变化而变化，常用作卫生保健的效果指标，常比一些客观的健康指标更为敏感"
四、健康相关生活质量评价的相关概念,"质量调整生存年数：是用生活质量来调整期望寿命或生存年数而得到的一个新指标。质量调整生存年数通过生活质量评价把不正常功能状态下的生存年数换算成有效用的生存年数，使其与健康人处于等同状态
生命质量评价：是指具有一定生命数量的人在一定时点上的生命质量表现。健康或疾病是一个连续变动且不能截然区分的状态，生命质量随着时间的推移显示平衡、改善、下降的状态、"
五、健康相关生活质量的评价内容,"躯体健康：身体状态反映个人的体能和活动能力，即身体功能和活动能力，主要包括：
活动受限（较为敏感的指标）：包括日常生活活动能力、工具使用的日常生活活动能力
角色功能受限（综合指标）：指从事正常角色活动的能力，如正式的工作，社会活动等
体力适度性：指个人在常态活动中所表现出的疲劳感，无力感和虚弱感，如爬山，登楼等
心理健康：
情绪反应：生活质量测量中最为敏感的部分，不仅收疾病直接影响，还受个体身体功能状态社会功能状态间接影响，极不稳定，难准确测量
认知功能，生活质量测量中相对稳定的指标
社会功能：
社会交往：强调交往的范围和数量、社会资源的充分程度（访问朋友，走亲戚）但没有强调效果和质量
社会支持：指社会交往和社会资源对个人的支持程度，包括情感支持和物质支持，其中情感支持更有作用"
一般性感觉：包括健康自评和自我生活评价。一般性感觉是指个人对其健康状态、生活状况作出的自我评判，是生活质量评价中较为主观的指标，包括健康自评和自我生活评价：,"健康自评：指对现时健康的认识和未来健康的期望，是一种综合评价，反映个体生活质量的总变化
自我生活评价：是个人对其生活某方面的自我评价或对其生活各方面综合性的自评。它反映个体对生活的满意程度，是生活质量水平的直接反映"
六、健康相关生活质量评价的应用,"健康状态评价：健康相关生活质量评价在一定程度上就是健康评价
选择治疗方法：对治疗方法的选择应该考虑该治疗方法对病人生活质量的影响或者是否改善了病人的生活质量
计算质量调整生存年数：质量调整生存年数是用生活质量来调整期望寿命或生存年数而得到的一个新指标。质量调整生存年数通过生活质量评价把不正常功能状态下的生存年数换算成有效用的生存年数，使其与健康人处于等同状态
成本-效益分析：成本-效益分析就是获得一定效益需多少费用的分析。任何一项投资都要求以最小的投入获取最大的效益。最大的效益就是给人群带来更多的生存年数和更好的生活质量，用每获得一个质量调整生存年数所需的成本费用（即费用/QALY)，来对各种方案或投资的经济效益作出分析"
七、常用的生活质量量表,"WHO生活质量测量量表（WHOQOL-100）：包括6领域，24方面，每方面4问题，生理、心理、独立性、社会关系、环境、宗教信仰
WHO生活质量测定量表简表
36条目简明健康量表
疾病影响量表
第八章 社区卫生服务"
一、社区卫生服务的相关概念,"社区：是若干社会群体或社会组织聚集在某一个地域里所形成的一个生活上相互关联的大集体，是社会有机体最基本的内容，是宏观社会的缩影
社区发展：是由联合国倡导的一项世界性运动。其宗旨是加强国家政府同社区的联系，充分发挥社区成员的积极性，利用社区自身的力量，提高社区社会经济发展水平，改善社区居民生活，解决社区存在的社会问题
社区卫生服务：是社区（发展）建设的重要组成部分，是在政府领导、社区参与及上级卫生机构指导下，以基层卫生机构为主体，全科医师为骨干，合理使用社区资源和适宜技术，以人的健康为中心、家庭为单位、社区为范围、需求为导向，以妇女、儿童、老年人、慢性病人、残疾人等为重点以解决社区主要卫生问题、满足基本卫生服务需求为且的，融预防、保健、医疗、康复、健康教育和计划生育技术服务等服务为一体的有效、经济、方便、综合、连续的基层卫生服务"
二、社区的构成要素,"有聚居的一群人
有一定的地域
有一定的生活服务设施
居民群具有特定的文化背景和生活方式，居民群之间发生种种社会关系
为谋求规章制度具体落实，产生各种社会群体和机构"
三、社区卫生服务的对象,"社区卫生服务对象是社区内的全体人群，根据社区人群的基本情况，可将社区卫生服务对象分为五大类：
健康人群：健康不仅是没有疾病和虚弱现象，而且是一种躯体、心理和社会适应方面的完好状态
亚健康人群：介于健康人群和病人之间的人群，虽然他们没有明显的疾病，但呈现体力降低、反应能力减退、适应能力下降等
高危人群：高危人群是存在明显的对健康有害因素的人群，其发生疾病的概率明显高于其他人群。包括：高危家庭的成员；具有明显的危险因素的人群
重点保健人群：指由于各种原因需要在社区得到系统保健的人群，如儿童、妇女、老年人、疾病康复期人群、残疾人等需要特殊保健的人群
病人：患有各种疾病的病人包括常见病病人、出院需继续在社区治疗和康复的病人、已确诊的慢性病病人、需在社区急救的病人、可在社区接受临终关怀的病人等"
四、社区卫生服务的基本内容,"社区卫生服务将社区预防、医疗、保健、康复、健康教育和健康促进、计划生育技术服务等融为一体
社区卫生服务机构的基本工作内容具体包括：
社区卫生诊断
健康教育
传染病、地方病、寄生虫病防治
慢性非传染性疾病防治
精神卫生
妇女保健
儿童保健
老年保健
社区医疗
社区康复
计划生育技术服务
开展社区卫生服务信息的收集、整理、统计、分析与上报工作
根据居民需求、社区卫生服务功能和条件，提供其他适宜的基层卫生服务和相关服务"
五、社区医疗服务：,"开展社区健康护理
开展个人和家庭健康护理
提供预防保健
开展健康教育
开展计划免疫和预防接种
定期健康检查
慢性病疾病管理
提供急重症转诊服务
临终护理服务
参与社区卫生监督管理工作"
六、社区卫生服务方式,"在社区卫生服务中心和卫生服务站开展各项工作
上门服务：通过卫生服务小分队等送医送药入户
居民选择医生签订社区卫生服务合同书：提供定期与不定期医疗卫生服务
社区医生责任制：一名医生负责3~4个居民区的公共卫生、预防保健、健康教育和医疗等全面服务
医疗咨询热线服务：开通热线电话，提供各类服务包括就医指南、健康心理和医疗咨询等服务
双向转诊服务：社区卫生服务中心和服务站与大型综合医院、专科医院建立双向转诊服务机制，保证病人得到连续医疗服务。双向转诊和会诊。医院和社区卫生服务机构都应确定负责双向转诊和会诊的管理者和医生，制定转诊运行制度和质量保证制度
转诊机构
第一级机构：社区卫生服务中心及所属社区卫生服务站
第二级机构：大型综合医院和专科医院
双向转诊和会诊对象
第一级机构转向第二级机构：诊断不明确病人、治疗效果不佳病人、疑难重症病人、缺乏基本诊断和治疗设备病人
第二级机构转向第一级机构：诊断明确后可在社区治疗和系统管理病人、出院后需要在社区继续治疗和康复病人、出院后需继续随访病人、提供检查结果、提供特殊治疗结果"
七、社区卫生服务任务,"提高人群健康水平、延长寿命、改善生活质量：通过对不同的服务人群采取促进健康、预防疾病、各类人群的系统保健和健康管理、疾病的早期发现、诊断、治疗和康复、优生优育等措施，提高人口素质和人群健康水平、延长健康寿命、改善生活质量
创建健康社区：通过健康促进，使个人、家庭具备良好的生活方式和生活行为，在社区创建良好的自然环境、社会心理环境和精神文明建设，紧密结合社区服务和社区建设，创建具有健康人群、健康环境的健康社区
保证区域卫生规划的实施，保证医药卫生体制改革和医疗保险制度改革的实施"
八、社区卫生服务的特点,"以生物-心理-社会医学模式为指导：随着疾病谱和医学模式的转变，促使卫生服务发生转变。主要表现在六个方面：
从以疾病为主导转移到以健康为主导
从以单个患者为中心转移到以人群为中心
从以医疗为重点转移到以预防保健为重点
从以医院为基础转移到以社区为基础
从以疾病防治，身心健康为目标转移到以身心健康及其与环境和谐一致为目标
从主要依靠医学和卫生部门转移到依靠众多学科和全社会参与。社区卫生服务是落实卫生服务六个转移的基础
基层医疗、预防、保健服务：社区卫生服务是一种以社区卫生服务机构为主体的基层医疗、预防、保健服务。是社区人群为其健康问题寻求卫生服务时最先接触、最经常利用的服务
以预防为导向的服务：根据服务对象生命周期和疾病发生、发展的不同阶段可能存在的危险因素和出现的健康问题，提供二、二、三级预防
综合性服务：社区卫生服务向社区全体人群提供“全方位”综合性服务。体现在：
服务对象不分年龄、性别和疾患类型
服务内容包括医疗、预防、保健、康复和健康促进
服务层面涉及生理、心理和社会文化各个方面
服务范围涵盖个人、家庭与社区
社区卫生服务项目包括一般内科、儿科、妇产科、门诊外科、皮肤科、眼科、五官科、骨科、精神科的常见问题，以及老年病、慢性病、环境及职业病的防治，预防保健。还有心理咨询、健康教育、家庭医疗护理等
综合利用各类适宜的技术和一切对服务对象有利的方式和手段，包括现代医学、传统医学
持续性服务：社区卫生服务是从生前到死后的全过程服务，体现在以下几个方面：
人生的各个阶段。从婚前咨询开始，经过孕期、产期、新生儿期、婴幼儿期、少儿期、青春期、中年期、老年期直至临终濒死期
健康-疾病-康复的各个阶段。社区卫生服务对其服务对象负有一、二、三级预防的不间断责任，从健康促进，危险因素的监控，到疾病各期的长期管理
任何时间地点。甚至住院或会诊期间，社区卫生技术人员都负有持续性责任，根据人群需要事先或随时提供服务
协调性服务：社区卫生技术人员是社区内外、各个部门、专科和全科的协调人
可及性服务：社区卫生服务的可及性体现在技术适宜、地理接近、服务方便、关系亲密、结果有效、价格经济等一系列使人易于利用的特点
以家庭为单位的服务：家庭是社区卫生服务的服务对象。“以家庭为单位的服务”主要涉及两个方面的内容：
个人和其家庭成员之间存在着相互作用，家庭周期、结构与功能会直接或间接影响家庭成员的健康
家庭生活周期理论是社区卫生服务最基本的框架
以社区为基础的服务：社区卫生服务必须立足于社区、以社区为基础
团队合作的工作方式：社区卫生服务必须由多学科、多专业卫生技术人员合理配置、组成团队、协调合作、共同完成任务"
九、社区卫生服务的意义（强基层意义）,"社区卫生服务强调预防为主、防治结合，有利于将预防保健落实到社区、家庭和个人，提高人群健康水平，实现中国人的“健康梦”
社区卫生服务是解决疾病谱和死亡谱变化带来的问题，积极应对人口老龄化挑战的重要途径
社区卫生服务是深化城市医疗体制改革，建立新型城市服务体系的重要基础
社区卫生服务是提高卫生服务公平性及维护社会稳定的重要途径
《健康中国2030规划纲要》提出坚持保基本强基层的健康策略。强基层是要提升基层医疗服务能力整合卫生系统资源和力量，全力推进基层卫生健康工作"
十、城市社区卫生服务机构设置原则,"把城市卫生工作的重点放到社区，积极发展社区卫生服务，不断丰富城市社区建设内涵
社区卫生服务是社区建设的重要组成部分。社区卫生服务机构的建设须纳入社区发展规划和区域卫生规划，要与城镇医药卫生体系改革、城镇职工基本医疗保险制度改革紧密结合，并充分利用中医和西医卫生资源
社区卫生服务机构属非盈利性医疗机构，是为社区居民提供预防、保健、健康教育、计划生育和医疗、康复等服务的综合性基层卫生服务机构
设置社区卫生服务机构由地市级政府卫生行政部门审批
社区卫生服务机构以社区卫生服务中心为主体，以社区卫生服务站作为补充
社区卫生服务机构业务用房、床位、基本设备、常用药品和急救药品应根据社区卫生服务的功能、居民需求配置;卫生人力应按适宜比例配置
坚持社区参与的原则
应引入竞争机制
社区卫生服务中心命名原则：区名+所在街道名+识别名(可选)+社区卫生服务中心；社区卫生服务站：所在街道名+所在居民小区名+社区卫生服务站"
十一、社区诊断的基本概念,"社区诊断是研究在特定的时间与特定的范围内人群中健康状况或疾病与有关变量(影响健康的因素)的关系。通过社区诊断确定社区的主要卫生问题、优先考虑的问题、定量危险因素、合理分配和利用有限资源、最大限度地促进人群健康，为制定社区卫生规划、实施有效管理、进行科学评价提供依据。广义地讲，社区诊断包括社会诊断、流行病学诊断、行为和环境诊断、教育和组织诊断、管理和决策诊断、执行及评价
社会诊断：评估社区人群的人口学特征、生活质量、社会经济状况等
流行病学诊断：找出目标人群的健康问题(哪些问题影响最大)和影响健康的因素,确定优先处理的问题和重点人群(哪一类人群处在最危险状态)
行为和环境诊断：确定影响上述健康问题或与上述健康问题有关的行为和环境因素(危险因素)，促使行为和环境因素发生改变
教育和组织诊断确定哪些是行为的倾向因素、促成因素和强化因素
倾向因素是指个体或群体的知识、态度、信念、价值观、理解能力，也是产生某种行为的动机
促成因素是指实现和形成某种行为所必需的技能和资源，包括可能促使行为和环境改变的各种因素
强化因素是指奖励和采纳健康行为者的反馈信息
管理和决策诊断评估组织和管理能力，社区干预预的资源、工作能力、时间安排等，完善组织和政策"
一般状况：社区历史、自然地理、人群文化程度等,"人口统计学特征：总人口数、年龄性别构成、婚姻状态等
健康状况：患病率、死亡率等
社会经济状况：GDP、GNP、产业结构等
卫生资源：卫生机构类型数量、卫生人力总数及构成
主要卫生问题
疾病负担分析：疾病对人群健康危害、人群因疾病造成的损失、疾病的家庭和社会负担
卫生状况动态变化
卫生服务状况
危险因素分析"
十四、加强城市社区卫生人才队伍建设的措施,"健全和完善社区卫生人才培养体系：
加强全科医学、社区护理学教育和学科建设
开展社区卫生服务人员岗位培训
积极开展全科医学规范化培训工作
完善继续教育
推进培养能力建设
提高社区卫生人才队伍职业道德
完善全科医师、护士等社区卫生专业技术人员任职资格制度：
社区卫生专业技术人员以全科医学为主体
完善全科医师任职资格制度
完善在社区从事护理工作的专业技术人员任职资格制度
建立社区卫生服务机构人员聘用制度
吸引和稳定社区卫生人才队伍
切实加强社区卫生人才工作的组织领导
补充内容：
卫生问题是对一种与健康有关的状态或条件下不满意的感觉和认识，尤其是不利于健康的危险因素及造成危险因素的条件和环境
具有发病死亡危险或暴露于危险因素之中的人群称作为高危人群
危险因素是指与多种健康结局有联系的个体或人群特征和暴露中的环境因素，可以直接观察测量和间接测量，与发生不良结局的概率增加有联系
人口老龄化特点：
人口老化起步晚，速度快，数量大，给养老保障制度和医疗保健事业发展带来压力
人口老龄化的地区发展不平衡，东部沿海速度快程度高。西南、西北内陆相差较多
人口老龄化超过经济发展的承受力
快速老龄化进程与劳动力总量减少并行，劳动力年龄结构老化给经济持续
健康发展带来挑战
空巢老人和独居老人总量大，家庭养老支持功能明显弱化
第九章 社会卫生策略"
一、社会卫生策略的相关概念,"个体预防策略：又称为高危预防策略，是建立在直接危险因素理论上的一种针对于部分群体的策略
群体预防策略：是相对于个体预防策略的一种手段，是以健康为中心的措施
社会卫生状况：社会卫生状况是指人群的健康状况，以及影响人群健康的诸社会因素的状况。按照WHO提出的健康概念，应从生理健康、心理健康和社会健康等三个维度测量人群健康状况，涉及死亡、疾病、残疾、生长发育等生理健康，也与心理状况、社会功能相联系。影响人群健康的社会因素主要包括社会状况、经济状况、卫生政策、卫生体制、卫生资源、卫生服务、健康保障、健康行为、健康公平性等众多因素"
二、个体预防优缺点,"优点：
医患双方有强烈动机
不干扰非高危人群
具有现成的思维和组织
成本效益好
危险效益比高
缺点：
控制整个健康问题贡献度小
把预防变成了治疗，使高危人群变成了病人
只是暂时成功，没有针对根本问题，没有对社会群体中产生问题的根源采取措施
预测个人将来能力差，高危人群有效性并不肯定"
三、群体预防优缺点,"优点：
具有根本性：根本上消除导致不健康行为和生活方式的社会环境
是强有力的，措施效果明显
具有适宜性、解决机会不均等问题
缺点：
普遍可接受性
可行性
成本安全问题"
四、21世纪全球卫生面临的新挑战,"广泛的绝对和相对贫困
人口老龄化和城市化
流行病学变化：传染病发病率居高不下，慢性疾病、损伤的发病率和暴力发生率上升
对人类生存的全球环境威胁
新技术：信息和远程医学服务
生物技术的发展
私立和公立部门以及居民和社会之间的卫生伙伴关系
贸易、旅行以及价值观和思想传播的全球化"
五、初级卫生保健的概念,《阿拉木图宣言》中提出：初级卫生保健是一种基本的卫生保健，它依靠切实可行、学术上可靠又为社会所接受的方式和技术，是社区的个人与家庭通过积极参与普遍能够享受的，费用也是社区或国家在发展的各个时期本着自力更生及自决精神能够负担得起的，它既是国家卫生系统的一个组成部分、功能中心和活动的焦点，也是社会整个经济发展的一个组成部分。它是个人、家庭、群众与国家卫生系统接触的第一环，能使卫生保健尽可能接近于人民居住及工作的场所，它还是卫生保健持续进程的起始一级
六、初级卫生保健的原则,"社会公正：初级卫生保健要体现卫生服务和卫生资源分配与利用的公正性
社区参与：在改善人民健康的过程中，必须充分发挥社区和人民群众的作用，依靠群众的参与改变不良的卫生习惯和生活方式，提高自我保健能力
成本效果和成本效益：必须以最低的成本产生最大效益的方式来分配和利用资源，卫生资源的投放应该从以医院和专科服务为主转向地区卫生系统和基础卫生工作
部门间协作行动：实行初级卫生保健不能只依靠卫生部门，而必须是卫生部门和其他部门的共同行动，并协调一致的关系"
七、初级卫生保健的基本内容,"基本任务：
促进健康：加强自我保健，增强体质和心理健康
预防：在发病前期采取措施，防止疾病的发生
治疗：在发病初期采取措施，防止疾病继续发展。早期发现、早期诊断，及时治疗
康复：病人症状和体征已经出现，防止并发症和残疾。防止病残，加强康复"
八项基本要素：,"促进食品和合理的营养，安全水供应的保障，并采取基本的公共卫生措施
开展包括计划生育在内的妇幼保健工作
主要传染病的预防接种
地方病的预防和控制
常见病和外伤的恰当处理
保护精神健康
保证基本药物的供应
就重要的卫生保健问题及其预防控制方法进行健康教育"
八、21世纪人人享有卫生保健的具体内容,"社会基础：
承认享有最大可能健康是一项基本人权
重视政策、研究和服务提供过程的伦理方面
消除个人之间和群体之间的不公平、不合理现象
消除性别歧视，强调性别平等
总目标：
增加期望寿命的同时提高生活质量
在国家内部和国家之间改善健康的公平程度
卫生系统可持续发展，保证人民利用这一系统所提供的服务
具体目标：到2020年：
确定孕产妇死亡率、婴儿死亡率、5岁以下儿童死亡率和平均期望寿命的具体目标
全球负担大大减轻，与结核、艾滋病、烟草、暴力相关的发病和残疾上升趋势得到控制
消灭麻疹、丝虫病和沙眼
部门间行动的协调加强，重点在安全饮用水、环境卫生、营养和食品卫生以及住房环境方面
社区建立综合健康行为促进计划并予以实施
政策基础：以健康为中心和可持续发展是21世纪人人享有卫生保健的政策基础
行动（21世纪人人享有卫生保健全球战略目标的基本方略）：
与贫困作斗争：寻找一种机制让他们能够自救改变生存的环境，采取卫生干预措施，打破贫困和不健康的恶性循环
在所有的环境中促进健康：包括生活，工作和学习所需的环境。通过社会行动促进健康，通过媒体形象倡导健康
部门间的协调、协商和互利卫生部门要敏感地意识到各个部门的动机，以便与之协调，实现在促进人类健康目标上的一致性
将卫生列入可持续发展规划"
九、中国主要的卫生问题,"重大传染病和慢性病流行仍比较严重
妇幼保健工作比较薄弱
农村卫生发展仍然滞后
医药卫生体制机制不适应群众需求，“看病难、看病贵”问题突出：
卫生资源分布
医疗机构运行机制
药品市场
医疗行业监管
医疗保险体系"
十、中国卫生策略,"基本理念：把基本医疗卫生制度作为公共产品向全民提供，实现人人享有基本医疗卫生服务
基本思路：保基本、强基层、建机制、全民享有
基本原则：
坚持以人为本，把维护人民健康权益放在第一位。为人民服务宗旨，遵循公益性质
坚持立足国情，建立中国特色医药卫生体制。与国民经济、社会发展协调，与人民群众承受能力适应
坚持公平与效率统一，政府主导与发挥市场机制作用相结合
坚持统筹兼顾，把解决当前突出问题与完善制度体系结合起来
主要内容："
十一、中国卫生发展战略,我国今后几十年的基本发展战略是：以满足人们的健康需求为导向，以提高人民健康水平为中心，突出农村卫生、预防保健和中医药三个战略重点，按照公平与效率兼顾的原则，强化基本卫生服务和卫生监督管理工作，推行区域卫生规划，走以内涵发展为主、内涵与外延发展相结合的道路
十二、对健康中国战略的理解,"战略目标：提出健康中国2020年、2030年、2050年“三步走”的目标
2020年，主要健康指标居于中高收入国家前列
2030年，主要健康指标居于高收入国家行列
2050年，建成于社会主义现代化国家相适应的健康国家
基本原则：健康优先、改革创新、科学发展、公平公正
战略任务：普及健康生活、优化健康服务、完善健康保障、建设健康环境、发展健康产业"
十三、我国卫生保健制度的改革与发展,"制度调整：
随着我国社会经济体制改革的逐步深入，我国卫生保健制度也随之进行调整"
一般认为，我国的卫生保健制度改革前可以分为自费医疗、公费医疗、劳保医疗和集资医疗（医疗保险）四种形式,"目前实施的卫生保健制度主要有公费医疗、职工基本医疗保险、城镇居民基本医疗保险、新型农村合作医疗等
经办主体：
我国的卫生保健制度的主要形式是各种形式的医疗保险，在医、患、保三方利益形成的三角体系中，经办机构的枢纽作用至关重要
近年来，经办机构主体的改革主要体现在两个方面：从“小”到“大”，从卫生部门到社保部门
筹资模式：我国主要的卫生保健制度的筹资都来自政府、社会（单位）、个人3个方面，筹资渠道并未改变，但筹资结构与筹资比例、整体筹资水平变化较大，不同制度的筹资侧重点差别较大
资源配置：
政府对新型农村合作医疗和居民基本医疗保险的大量财政投入，也有利于基层卫生机构的发展，调整医疗卫生资源配置
然而，由于医疗市场的技术强势与垄断作用，大医院“虹吸现象”十分突出，卫生资源配置的“倒三角”问题仍然严重
服务管理：卫生经费和卫生服务是卫生保健制度的两大核心要素，只有综合地认识卫生经费与卫生服务的重要作用和密切关系，才能正确理解和把握保基本、促公平、控费用、提效率的卫生保健制度改革的价值和目标"
十四、新时代卫生工作方针,"概念：以基层为重点，以改革创新为动力，预防为主，中西医并重，将健康融入所有政策，人民共建共享
意义：把人民健康放在优先发展的战略地位，以普及健康生活、优化健康服务、完善健康保障、建设健康环境、发展健康产业为重点，加快推进健康中国建设、努力主方位、全周期保障人民健康，为实现两个一百年奋斗目标，实现中华民族伟大复兴的中国梦打坚实基础
将健康融入所有政策：一种以改善人群健康和健康公平为目标的公共政策制定方法，它系统地考虑这些公共政策（包括财政、教育、科技、就业、社保、环境保护、医药管理）可能带来的健康后果，寻求部门间协调，避免政策对健康造成不利影响
第十章 特殊人群社会医学"
一、儿童青少年健康的影响因素,"影响生长发育的遗传因素：受精卵中父母双方各种基因的不同组合，决定了子代个体发育的各种遗传性状
环境因素：
营养：营养是生长发育最重要的物质基础，如果膳食营养结构不合理，将会导致儿童少年生长发育迟缓，皮下脂肪减少等
体育锻炼：运动是生命的表现形式，是促进身体发育和增强体质最重要的因素
生活作息：合理安排儿童少年的生活作息制度，使其有规律、有节奏，保证足够的户外活动和适当的学习时间，定时进餐、充足睡眠可以促进儿童少年的健康生长发育
环境污染：工业化或其他原因造成的环境污染不仅给人类健康带来了威胁，引起各种疾病，而且给儿童少年的身心发育带来了很大的影响，阻碍了他们正常发育的进程，必须引起人们的高度重视
社会和家庭：政治、经济状况；城乡差异；家庭因素，这些因素往往交织在一起，构成复杂的关系，共同对健康起作用。社会因素对儿童少年生长发育影响是多层次多方面的综合作用，不仅影响身体发育，也影响心理智力行为发展，逐步形成机体心理生理社会特点。其中最重要的是家庭经济地位、主要成员文化素质以及育儿方式"
二、针对儿童青少年健康问题所应采取的社会卫生措施,"心理卫生服务：
建立卫生措施
改善家庭和学校环境
开展心理行为指导
改变不良的教养态度与方式
培训学校专职心理指导教师，建立基层心理卫生服务队伍
心理卫生的三级预防
学校生活技能教育
目标：
促成学校教育目标的实现
帮助学生认识自己，认识和掌握周围环境，应付危机，摆脱困难，去除不适的心理症状，改善行为
指导学生做选择和决策
鼓励学生寻求和了解生活意义，过健康的、有意义的、自我满足的生活
原则：面向全体学生，预防与发展相结合，充分尊重和理解学生，学生主体性原则，个别化原则，整体发展
学校健康教育：其目标包括：
提高学生的卫生科学知识水平
改善学生对待个人和公共卫生的态度
培养学生的自我保健意识和能力
养成良好的生活习惯，降低常见病的患病率及各种危险因素
预防各种心理卫生问题，促进心理发展"
三、妇女健康的社会卫生问题及影响因素,"孕产妇和儿童死亡状况的不平衡：农村与城市、东部地区与西部地区差别巨大；偏远地区、少数民族尤重，另外流动人口及计划生育对孕产妇死亡的影响也愈加严重
提供基本的孕产期保健和儿童服务能力偏低：医疗部门知识技能仍待提高，服务管理和信息管理工作薄弱，危重症孕产妇、儿童转诊系统不畅，基层产科急救能力低
营养不良：农村地区孕产妇、婴儿营养不良问题依然严重，而蛋白质-热量缺乏所导致的营养不良严重影响儿童的体质和智力发育，也可导致妇女骨盆狭小、增加母亲和婴儿的危险
经济、社会发展情况：妇女健康与国家的经济状况和医疗技术措施密切相关，要提高发展中国家妇女健康水平，除了改进卫生保健服务和卫生技术外，还得依赖于国家的经济状况的改善和对卫生服务的投入
缺乏对妇女精神卫生保健的关注：生理状态与外界应激都会导致女性精神卫生方面出现问题。女性的特殊生理阶段，会出现精神症状，而在经前、产后及更年期这三个阶段的表现更为明显
贫困地区妇女保健工作亟待加强：贫困地区妇幼卫生设施差、卫生技术人员缺乏。因此，加强妇幼卫生设施建设、加强卫生人员培训，改善妇女健康状况是政府和卫生部门的责任
东南沿海和大城市妇女的卫生服务需要增加：随着疾病谱的变化，在城市地区，传染病所造成的死亡大大地减少，而性传播疾病、生殖道感染、宫颈癌、乳腺癌预防和治疗等逐渐成为妇女保健的主要内容"
四、针对妇女健康问题所应采取的社会卫生措施,"广泛进行社会宣传和健康教育：积极组织各种媒体、采用各种宣传手段，围绕妇女生殖健康，加大健康教育力度，使妇女了解女性主要疾病、主要危险因素的防治知识，养成健康、文明的生活方式和行为习惯，增强妇女自我保健的意识和能力
妇女常见病筛查：通过定期为妇女提供规范的妇女常见病筛查服务，及筛查后异常情况的追踪管理，做到对妇女常见病的早发现、早诊断、早治疗
切实采取有力措施、建立妇女健康保障制度：城乡医疗保障制度应逐步覆盖妇女病的筛查项目，并对妇女重大疾病的诊治费用给予适当补偿，加快城乡医疗救助制度建设，对困难群体的妇女诊治提供救助补偿
强化政府职责：各级政府将保障妇女人人享有基本医疗卫生服务列入议程，加大财政投入和转移支付力度，重点加强中西部地区和东部困难地区妇女主要健康问题的防治工作，强化早期干预措施，努力降低妇女主要疾病风险，提高妇女健康水平
加强保护妇女健康的服务能力建设：把妇女主要疾病的防治工作重点放在农村和城市基层，依托城乡基层卫生服务网络，推进以预防为主的群防群治工作
加大贯彻保护妇女健康的法律法规的力度：依据《母婴保健法》及其他相关法律法规，坚决取缔非法行医，非法接生，规范母婴保健服务，切实保护妇女健康"
五、老年人口的社会学特征,"老年人的婚姻结构：老年人口的婚姻受老年人口性别、年龄别死亡率的影响，女性老年人口的丧偶率高
老年人的家庭结构：多数发展中国家老年人经济上依赖子女，在家庭中已完全失去或部分失去了经济支配权，因而处于从属地位
老年人的文化结构：老年人口的文化程度比成年人口低，这种带有普遍性的趋势主要受历史条件制约。这种现象在老年女性人口中更加突出
老年人的再就业结构：西方发达国家的老年人一般不倾向于再就业。中国、日本的老年人只要健康状况好，多倾向于再就业"
六、老年人口的健康影响因素,"社会经济因素：制约老年人健康状况的表现主要在收入水平方面
文化水平：文化水平高的老人，可以接受并理解疾病的知识，包括如何预防、参与治疗和康复的知识，以及自我保健的知识
婚姻状况：老年人丧偶对老年人健康影响很大
社会支持：包括在健康时和生活不能自理时的家庭支持和照料的数量和质量等
社会保障制度：包括养老保险、失业保险和医疗保险诸制度"
七、促进老年人健康的社会卫生措施,"健康老化：是指在老年期的余寿阶段中，身心健康的阶段延长，带病的时间缩短，保持劳动力和参与社会的时间延长，生活不能自理和病残的岁月缩短
健康老龄化：国家、社会或一个地区的人口群体成为老年型人口之后，老年人口中健康老年人所占比重较大幅度上升，病残和生活不能自理的比重下降，老年人的健康寿命显著延长，参与社会活动的增多，老年人力资源得以开发利用，从而使一般老龄化对社会经济的不利影响得以缓解，称为健康老龄化"
